id,instrument,direction,tf,param_version,A_open_et,B_open_et,C_open_et,A_high,A_low,C_high,C_low,B_open,B_close,lower_boundary,upper_boundary,midpoint,availability_et,first_wick_entry_et,first_body_overlap_et,midpoint_touch_et,full_fill_et,invalidation_et,C_index
FVG-15m-bear-20260706T1345,NQ,bear,15m,phase1-v1.0.0,2026-07-06 13:15:00-04:00,2026-07-06 13:30:00-04:00,2026-07-06 13:45:00-04:00,30032.0,29948.0,29936.0,29882.75,29955.5,29904.75,29936.0,29948.0,29942.0,2026-07-06 14:00:00-04:00,2026-07-06 14:15:00-04:00,2026-07-06 14:15:00-04:00,2026-07-06 14:15:00-04:00,2026-07-06 14:15:00-04:00,2026-07-06 14:15:00-04:00,33718
FVG-15m-bull-20260706T1515,NQ,bull,15m,phase1-v1.0.0,2026-07-06 14:45:00-04:00,2026-07-06 15:00:00-04:00,2026-07-06 15:15:00-04:00,30004.0,29973.75,30052.0,30004.5,29990.75,30011.25,30004.0,30004.5,30004.25,2026-07-06 15:30:00-04:00,2026-07-06 15:45:00-04:00,,2026-07-06 15:45:00-04:00,2026-07-06 15:45:00-04:00,2026-07-06 15:45:00-04:00,33724
FVG-15m-bear-20260706T1600,NQ,bear,15m,phase1-v1.0.0,2026-07-06 15:30:00-04:00,2026-07-06 15:45:00-04:00,2026-07-06 16:00:00-04:00,30038.0,29996.25,29972.75,29933.0,30023.75,29951.75,29972.75,29996.25,29984.5,2026-07-06 16:15:00-04:00,2026-07-06 18:30:00-04:00,2026-07-09 13:30:00-04:00,2026-07-09 13:30:00-04:00,2026-07-10 12:30:00-04:00,2026-07-10 12:30:00-04:00,33727
FVG-15m-bear-20260706T1845,NQ,bear,15m,phase1-v1.0.0,2026-07-06 18:15:00-04:00,2026-07-06 18:30:00-04:00,2026-07-06 18:45:00-04:00,29973.75,29950.75,29950.25,29889.0,29951.25,29950.0,29950.25,29950.75,29950.5,2026-07-06 19:00:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,33734
FVG-15m-bear-20260706T1900,NQ,bear,15m,phase1-v1.0.0,2026-07-06 18:30:00-04:00,2026-07-06 18:45:00-04:00,2026-07-06 19:00:00-04:00,29970.0,29942.75,29928.75,29891.75,29949.75,29894.75,29928.75,29942.75,29935.75,2026-07-06 19:15:00-04:00,2026-07-09 10:00:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,2026-07-09 13:15:00-04:00,33735
FVG-15m-bear-20260706T2130,NQ,bear,15m,phase1-v1.0.0,2026-07-06 21:00:00-04:00,2026-07-06 21:15:00-04:00,2026-07-06 21:30:00-04:00,29835.75,29800.0,29789.75,29716.5,29805.75,29740.0,29789.75,29800.0,29794.875,2026-07-06 21:45:00-04:00,2026-07-06 22:00:00-04:00,,2026-07-06 22:00:00-04:00,2026-07-06 22:00:00-04:00,2026-07-06 22:00:00-04:00,33745
FVG-15m-bear-20260706T2330,NQ,bear,15m,phase1-v1.0.0,2026-07-06 23:00:00-04:00,2026-07-06 23:15:00-04:00,2026-07-06 23:30:00-04:00,29784.75,29741.5,29709.0,29662.0,29757.5,29684.25,29709.0,29741.5,29725.25,2026-07-06 23:45:00-04:00,2026-07-07 03:15:00-04:00,2026-07-07 03:15:00-04:00,2026-07-07 03:30:00-04:00,2026-07-07 03:30:00-04:00,2026-07-07 03:30:00-04:00,33753
FVG-15m-bear-20260706T2345,NQ,bear,15m,phase1-v1.0.0,2026-07-06 23:15:00-04:00,2026-07-06 23:30:00-04:00,2026-07-06 23:45:00-04:00,29761.0,29680.0,29675.5,29628.25,29685.25,29664.75,29675.5,29680.0,29677.75,2026-07-07 00:00:00-04:00,2026-07-07 00:15:00-04:00,,2026-07-07 00:15:00-04:00,2026-07-07 00:15:00-04:00,2026-07-07 00:15:00-04:00,33754
FVG-15m-bull-20260707T0145,NQ,bull,15m,phase1-v1.0.0,2026-07-07 01:15:00-04:00,2026-07-07 01:30:00-04:00,2026-07-07 01:45:00-04:00,29607.5,29558.5,29704.5,29646.0,29591.75,29660.75,29607.5,29646.0,29626.75,2026-07-07 02:00:00-04:00,2026-07-07 02:15:00-04:00,2026-07-07 02:15:00-04:00,2026-07-07 06:00:00-04:00,2026-07-07 07:15:00-04:00,2026-07-07 07:15:00-04:00,33762
FVG-15m-bull-20260707T0315,NQ,bull,15m,phase1-v1.0.0,2026-07-07 02:45:00-04:00,2026-07-07 03:00:00-04:00,2026-07-07 03:15:00-04:00,29693.25,29663.25,29744.0,29711.75,29689.0,29718.0,29693.25,29711.75,29702.5,2026-07-07 03:30:00-04:00,2026-07-07 03:45:00-04:00,2026-07-07 03:45:00-04:00,2026-07-07 03:45:00-04:00,2026-07-07 03:45:00-04:00,2026-07-07 03:45:00-04:00,33768
FVG-15m-bear-20260707T0345,NQ,bear,15m,phase1-v1.0.0,2026-07-07 03:15:00-04:00,2026-07-07 03:30:00-04:00,2026-07-07 03:45:00-04:00,29744.0,29711.75,29700.0,29644.0,29715.5,29693.25,29700.0,29711.75,29705.875,2026-07-07 04:00:00-04:00,2026-07-07 04:30:00-04:00,2026-07-07 08:15:00-04:00,2026-07-07 04:30:00-04:00,2026-07-07 08:15:00-04:00,2026-07-07 08:15:00-04:00,33770
FVG-15m-bull-20260707T0800,NQ,bull,15m,phase1-v1.0.0,2026-07-07 07:30:00-04:00,2026-07-07 07:45:00-04:00,2026-07-07 08:00:00-04:00,29632.5,29591.25,29716.0,29639.25,29621.25,29642.5,29632.5,29639.25,29635.875,2026-07-07 08:15:00-04:00,2026-07-07 09:00:00-04:00,,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,33787
FVG-15m-bull-20260707T0815,NQ,bull,15m,phase1-v1.0.0,2026-07-07 07:45:00-04:00,2026-07-07 08:00:00-04:00,2026-07-07 08:15:00-04:00,29645.75,29601.0,29705.75,29658.5,29640.75,29704.0,29645.75,29658.5,29652.125,2026-07-07 08:30:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,2026-07-07 09:00:00-04:00,33788
FVG-15m-bear-20260707T0900,NQ,bear,15m,phase1-v1.0.0,2026-07-07 08:30:00-04:00,2026-07-07 08:45:00-04:00,2026-07-07 09:00:00-04:00,29708.0,29664.0,29655.75,29610.5,29685.25,29642.25,29655.75,29664.0,29659.875,2026-07-07 09:15:00-04:00,2026-07-07 09:45:00-04:00,,2026-07-07 09:45:00-04:00,2026-07-07 09:45:00-04:00,2026-07-07 09:45:00-04:00,33791
FVG-15m-bear-20260707T1015,NQ,bear,15m,phase1-v1.0.0,2026-07-07 09:45:00-04:00,2026-07-07 10:00:00-04:00,2026-07-07 10:15:00-04:00,29596.75,29420.25,29378.25,29259.75,29468.75,29343.0,29378.25,29420.25,29399.25,2026-07-07 10:30:00-04:00,2026-07-07 12:00:00-04:00,2026-07-07 12:00:00-04:00,2026-07-07 12:15:00-04:00,2026-07-07 12:15:00-04:00,2026-07-07 12:15:00-04:00,33796
FVG-15m-bear-20260707T1030,NQ,bear,15m,phase1-v1.0.0,2026-07-07 10:00:00-04:00,2026-07-07 10:15:00-04:00,2026-07-07 10:30:00-04:00,29505.75,29332.0,29327.75,29210.0,29342.0,29303.25,29327.75,29332.0,29329.875,2026-07-07 10:45:00-04:00,2026-07-07 11:15:00-04:00,,2026-07-07 11:15:00-04:00,2026-07-07 11:15:00-04:00,2026-07-07 11:15:00-04:00,33797
FVG-15m-bull-20260707T1145,NQ,bull,15m,phase1-v1.0.0,2026-07-07 11:15:00-04:00,2026-07-07 11:30:00-04:00,2026-07-07 11:45:00-04:00,29322.5,29271.75,29389.25,29325.25,29315.0,29329.0,29322.5,29325.25,29323.875,2026-07-07 12:00:00-04:00,2026-07-07 15:15:00-04:00,,2026-07-07 15:15:00-04:00,2026-07-07 15:15:00-04:00,2026-07-07 15:15:00-04:00,33802
FVG-15m-bull-20260707T1200,NQ,bull,15m,phase1-v1.0.0,2026-07-07 11:30:00-04:00,2026-07-07 11:45:00-04:00,2026-07-07 12:00:00-04:00,29330.0,29248.25,29473.75,29377.0,29329.25,29386.75,29330.0,29377.0,29353.5,2026-07-07 12:15:00-04:00,2026-07-07 15:15:00-04:00,2026-07-07 15:15:00-04:00,2026-07-07 15:15:00-04:00,2026-07-07 15:15:00-04:00,2026-07-07 15:15:00-04:00,33803
FVG-15m-bull-20260707T1215,NQ,bull,15m,phase1-v1.0.0,2026-07-07 11:45:00-04:00,2026-07-07 12:00:00-04:00,2026-07-07 12:15:00-04:00,29389.25,29325.25,29548.0,29450.5,29388.0,29466.25,29389.25,29450.5,29419.875,2026-07-07 12:30:00-04:00,2026-07-07 15:00:00-04:00,2026-07-07 15:00:00-04:00,2026-07-07 15:00:00-04:00,2026-07-07 15:00:00-04:00,2026-07-07 15:00:00-04:00,33804
FVG-15m-bull-20260707T1230,NQ,bull,15m,phase1-v1.0.0,2026-07-07 12:00:00-04:00,2026-07-07 12:15:00-04:00,2026-07-07 12:30:00-04:00,29473.75,29377.0,29558.25,29486.25,29467.25,29532.0,29473.75,29486.25,29480.0,2026-07-07 12:45:00-04:00,2026-07-07 14:45:00-04:00,2026-07-07 14:45:00-04:00,2026-07-07 14:45:00-04:00,2026-07-07 14:45:00-04:00,2026-07-07 14:45:00-04:00,33805
FVG-15m-bear-20260707T1445,NQ,bear,15m,phase1-v1.0.0,2026-07-07 14:15:00-04:00,2026-07-07 14:30:00-04:00,2026-07-07 14:45:00-04:00,29561.0,29509.75,29485.0,29385.25,29517.5,29472.75,29485.0,29509.75,29497.375,2026-07-07 15:00:00-04:00,2026-07-07 20:45:00-04:00,2026-07-07 20:45:00-04:00,2026-07-07 20:45:00-04:00,2026-07-07 20:45:00-04:00,2026-07-07 20:45:00-04:00,33814
FVG-15m-bear-20260707T1500,NQ,bear,15m,phase1-v1.0.0,2026-07-07 14:30:00-04:00,2026-07-07 14:45:00-04:00,2026-07-07 15:00:00-04:00,29531.5,29452.75,29410.0,29318.5,29472.25,29391.0,29410.0,29452.75,29431.375,2026-07-07 15:15:00-04:00,2026-07-07 16:15:00-04:00,2026-07-07 16:15:00-04:00,2026-07-07 16:15:00-04:00,2026-07-07 20:30:00-04:00,2026-07-07 20:30:00-04:00,33815
FVG-15m-bear-20260707T1515,NQ,bear,15m,phase1-v1.0.0,2026-07-07 14:45:00-04:00,2026-07-07 15:00:00-04:00,2026-07-07 15:15:00-04:00,29485.0,29385.25,29335.75,29271.0,29390.25,29333.75,29335.75,29385.25,29360.5,2026-07-07 15:30:00-04:00,2026-07-07 15:45:00-04:00,2026-07-07 16:00:00-04:00,2026-07-07 15:45:00-04:00,2026-07-07 16:00:00-04:00,2026-07-07 16:00:00-04:00,33816
FVG-15m-bull-20260707T1600,NQ,bull,15m,phase1-v1.0.0,2026-07-07 15:30:00-04:00,2026-07-07 15:45:00-04:00,2026-07-07 16:00:00-04:00,29371.75,29303.75,29437.25,29387.75,29309.75,29394.5,29371.75,29387.75,29379.75,2026-07-07 16:15:00-04:00,2026-07-07 18:15:00-04:00,2026-07-07 18:15:00-04:00,,2026-07-07 18:15:00-04:00,2026-07-07 18:15:00-04:00,33819
FVG-15m-bear-20260707T1945,NQ,bear,15m,phase1-v1.0.0,2026-07-07 19:15:00-04:00,2026-07-07 19:30:00-04:00,2026-07-07 19:45:00-04:00,29406.0,29373.75,29359.75,29292.5,29396.25,29343.75,29359.75,29373.75,29366.75,2026-07-07 20:00:00-04:00,2026-07-07 20:15:00-04:00,2026-07-07 20:15:00-04:00,2026-07-07 20:15:00-04:00,2026-07-07 20:15:00-04:00,2026-07-07 20:15:00-04:00,33830
FVG-15m-bull-20260707T2015,NQ,bull,15m,phase1-v1.0.0,2026-07-07 19:45:00-04:00,2026-07-07 20:00:00-04:00,2026-07-07 20:15:00-04:00,29359.75,29292.5,29477.5,29391.25,29300.0,29414.5,29359.75,29391.25,29375.5,2026-07-07 20:30:00-04:00,2026-07-07 22:15:00-04:00,2026-07-08 01:30:00-04:00,2026-07-08 01:45:00-04:00,2026-07-08 01:45:00-04:00,2026-07-08 01:45:00-04:00,33832
FVG-15m-bull-20260707T2045,NQ,bull,15m,phase1-v1.0.0,2026-07-07 20:15:00-04:00,2026-07-07 20:30:00-04:00,2026-07-07 20:45:00-04:00,29477.5,29391.25,29547.0,29512.0,29452.75,29515.25,29477.5,29512.0,29494.75,2026-07-07 21:00:00-04:00,2026-07-07 21:15:00-04:00,2026-07-07 21:30:00-04:00,2026-07-07 21:30:00-04:00,2026-07-07 21:45:00-04:00,2026-07-07 21:45:00-04:00,33834
FVG-15m-bull-20260707T2315,NQ,bull,15m,phase1-v1.0.0,2026-07-07 22:45:00-04:00,2026-07-07 23:00:00-04:00,2026-07-07 23:15:00-04:00,29475.0,29445.25,29519.75,29475.5,29461.5,29487.5,29475.0,29475.5,29475.25,2026-07-07 23:30:00-04:00,2026-07-08 00:00:00-04:00,2026-07-08 00:00:00-04:00,2026-07-08 00:00:00-04:00,2026-07-08 00:00:00-04:00,2026-07-08 00:00:00-04:00,33844
FVG-15m-bear-20260708T0000,NQ,bear,15m,phase1-v1.0.0,2026-07-07 23:30:00-04:00,2026-07-07 23:45:00-04:00,2026-07-08 00:00:00-04:00,29532.25,29481.25,29473.5,29433.25,29487.5,29467.0,29473.5,29481.25,29477.375,2026-07-08 00:15:00-04:00,2026-07-08 16:00:00-04:00,,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,33847
FVG-15m-bear-20260708T0015,NQ,bear,15m,phase1-v1.0.0,2026-07-07 23:45:00-04:00,2026-07-08 00:00:00-04:00,2026-07-08 00:15:00-04:00,29493.25,29465.0,29464.0,29428.0,29470.0,29442.75,29464.0,29465.0,29464.5,2026-07-08 00:30:00-04:00,2026-07-08 16:00:00-04:00,,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,2026-07-08 16:00:00-04:00,33848
FVG-15m-bear-20260708T0045,NQ,bear,15m,phase1-v1.0.0,2026-07-08 00:15:00-04:00,2026-07-08 00:30:00-04:00,2026-07-08 00:45:00-04:00,29464.0,29428.0,29422.5,29376.75,29442.75,29413.75,29422.5,29428.0,29425.25,2026-07-08 01:00:00-04:00,2026-07-08 01:15:00-04:00,,2026-07-08 01:15:00-04:00,2026-07-08 01:15:00-04:00,2026-07-08 01:15:00-04:00,33850
FVG-15m-bear-20260708T0130,NQ,bear,15m,phase1-v1.0.0,2026-07-08 01:00:00-04:00,2026-07-08 01:15:00-04:00,2026-07-08 01:30:00-04:00,29447.25,29399.25,29385.75,29345.75,29409.0,29384.5,29385.75,29399.25,29392.5,2026-07-08 01:45:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,33853
FVG-15m-bear-20260708T0145,NQ,bear,15m,phase1-v1.0.0,2026-07-08 01:15:00-04:00,2026-07-08 01:30:00-04:00,2026-07-08 01:45:00-04:00,29432.0,29378.75,29363.0,29311.75,29384.0,29353.0,29363.0,29378.75,29370.875,2026-07-08 02:00:00-04:00,2026-07-08 02:15:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,2026-07-08 03:45:00-04:00,33854
FVG-15m-bull-20260708T0330,NQ,bull,15m,phase1-v1.0.0,2026-07-08 03:00:00-04:00,2026-07-08 03:15:00-04:00,2026-07-08 03:30:00-04:00,29335.25,29281.75,29409.5,29346.25,29303.0,29353.0,29335.25,29346.25,29340.75,2026-07-08 03:45:00-04:00,2026-07-08 04:15:00-04:00,2026-07-08 04:30:00-04:00,2026-07-08 04:30:00-04:00,2026-07-08 04:30:00-04:00,2026-07-08 04:30:00-04:00,33861
FVG-15m-bull-20260708T0345,NQ,bull,15m,phase1-v1.0.0,2026-07-08 03:15:00-04:00,2026-07-08 03:30:00-04:00,2026-07-08 03:45:00-04:00,29355.0,29281.0,29404.25,29369.0,29351.0,29394.75,29355.0,29369.0,29362.0,2026-07-08 04:00:00-04:00,2026-07-08 04:15:00-04:00,,2026-07-08 04:15:00-04:00,2026-07-08 04:15:00-04:00,2026-07-08 04:15:00-04:00,33862
FVG-15m-bear-20260708T0430,NQ,bear,15m,phase1-v1.0.0,2026-07-08 04:00:00-04:00,2026-07-08 04:15:00-04:00,2026-07-08 04:30:00-04:00,29413.0,29341.25,29103.5,28957.25,29409.25,29079.75,29103.5,29341.25,29222.375,2026-07-08 04:45:00-04:00,2026-07-08 07:45:00-04:00,2026-07-08 08:15:00-04:00,2026-07-08 09:00:00-04:00,2026-07-08 09:45:00-04:00,2026-07-08 09:45:00-04:00,33865
FVG-15m-bear-20260708T0515,NQ,bear,15m,phase1-v1.0.0,2026-07-08 04:45:00-04:00,2026-07-08 05:00:00-04:00,2026-07-08 05:15:00-04:00,29099.0,29002.0,28971.25,28909.75,29010.75,28914.75,28971.25,29002.0,28986.625,2026-07-08 05:30:00-04:00,2026-07-08 05:45:00-04:00,2026-07-08 05:45:00-04:00,2026-07-08 05:45:00-04:00,2026-07-08 05:45:00-04:00,2026-07-08 05:45:00-04:00,33868
FVG-15m-bull-20260708T0630,NQ,bull,15m,phase1-v1.0.0,2026-07-08 06:00:00-04:00,2026-07-08 06:15:00-04:00,2026-07-08 06:30:00-04:00,28986.5,28922.75,29055.0,28996.0,28958.75,29020.25,28986.5,28996.0,28991.25,2026-07-08 06:45:00-04:00,2026-07-08 07:15:00-04:00,,2026-07-08 07:15:00-04:00,2026-07-08 07:15:00-04:00,2026-07-08 07:15:00-04:00,33873
FVG-15m-bull-20260708T0745,NQ,bull,15m,phase1-v1.0.0,2026-07-08 07:15:00-04:00,2026-07-08 07:30:00-04:00,2026-07-08 07:45:00-04:00,29012.75,28975.5,29114.75,29053.0,28984.75,29085.25,29012.75,29053.0,29032.875,2026-07-08 08:00:00-04:00,2026-07-08 11:30:00-04:00,,,,,33878
FVG-15m-bull-20260708T0815,NQ,bull,15m,phase1-v1.0.0,2026-07-08 07:45:00-04:00,2026-07-08 08:00:00-04:00,2026-07-08 08:15:00-04:00,29114.75,29053.0,29180.0,29124.75,29088.0,29149.5,29114.75,29124.75,29119.75,2026-07-08 08:30:00-04:00,2026-07-08 11:30:00-04:00,2026-07-08 11:30:00-04:00,2026-07-08 11:30:00-04:00,2026-07-08 11:30:00-04:00,2026-07-08 11:30:00-04:00,33880
FVG-15m-bull-20260708T0945,NQ,bull,15m,phase1-v1.0.0,2026-07-08 09:15:00-04:00,2026-07-08 09:30:00-04:00,2026-07-08 09:45:00-04:00,29230.0,29154.0,29399.0,29287.75,29202.75,29347.75,29230.0,29287.75,29258.875,2026-07-08 10:00:00-04:00,2026-07-08 10:15:00-04:00,2026-07-08 10:15:00-04:00,2026-07-08 10:15:00-04:00,2026-07-08 10:45:00-04:00,2026-07-08 10:45:00-04:00,33886
FVG-15m-bull-20260708T1215,NQ,bull,15m,phase1-v1.0.0,2026-07-08 11:45:00-04:00,2026-07-08 12:00:00-04:00,2026-07-08 12:15:00-04:00,29131.0,29051.25,29303.25,29194.5,29097.25,29214.5,29131.0,29194.5,29162.75,2026-07-08 12:30:00-04:00,,,,,,33896
FVG-15m-bull-20260708T1230,NQ,bull,15m,phase1-v1.0.0,2026-07-08 12:00:00-04:00,2026-07-08 12:15:00-04:00,2026-07-08 12:30:00-04:00,29222.25,29092.75,29350.0,29245.5,29216.0,29277.0,29222.25,29245.5,29233.875,2026-07-08 12:45:00-04:00,,,,,,33897
FVG-15m-bull-20260708T1245,NQ,bull,15m,phase1-v1.0.0,2026-07-08 12:15:00-04:00,2026-07-08 12:30:00-04:00,2026-07-08 12:45:00-04:00,29303.25,29194.5,29377.0,29309.75,29275.5,29331.0,29303.25,29309.75,29306.5,2026-07-08 13:00:00-04:00,,,,,,33898
FVG-15m-bear-20260708T1630,NQ,bear,15m,phase1-v1.0.0,2026-07-08 16:00:00-04:00,2026-07-08 16:15:00-04:00,2026-07-08 16:30:00-04:00,29468.5,29403.75,29398.25,29353.25,29424.75,29394.25,29398.25,29403.75,29401.0,2026-07-08 16:45:00-04:00,2026-07-08 17:00:00-04:00,,2026-07-08 17:00:00-04:00,2026-07-08 17:00:00-04:00,2026-07-08 17:00:00-04:00,33913
FVG-15m-bull-20260708T1945,NQ,bull,15m,phase1-v1.0.0,2026-07-08 19:15:00-04:00,2026-07-08 19:30:00-04:00,2026-07-08 19:45:00-04:00,29444.25,29395.0,29503.25,29468.25,29421.0,29479.75,29444.25,29468.25,29456.25,2026-07-08 20:00:00-04:00,2026-07-08 21:15:00-04:00,2026-07-08 22:00:00-04:00,2026-07-08 22:00:00-04:00,2026-07-08 22:15:00-04:00,2026-07-08 22:15:00-04:00,33922
FVG-15m-bull-20260708T2000,NQ,bull,15m,phase1-v1.0.0,2026-07-08 19:30:00-04:00,2026-07-08 19:45:00-04:00,2026-07-08 20:00:00-04:00,29487.0,29400.75,29564.5,29491.0,29479.5,29491.25,29487.0,29491.0,29489.0,2026-07-08 20:15:00-04:00,2026-07-08 21:00:00-04:00,,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,33923
FVG-15m-bull-20260708T2015,NQ,bull,15m,phase1-v1.0.0,2026-07-08 19:45:00-04:00,2026-07-08 20:00:00-04:00,2026-07-08 20:15:00-04:00,29503.25,29468.25,29567.75,29518.25,29491.0,29562.75,29503.25,29518.25,29510.75,2026-07-08 20:30:00-04:00,2026-07-08 20:45:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,2026-07-08 21:00:00-04:00,33924
FVG-15m-bear-20260708T2245,NQ,bear,15m,phase1-v1.0.0,2026-07-08 22:15:00-04:00,2026-07-08 22:30:00-04:00,2026-07-08 22:45:00-04:00,29579.0,29517.25,29467.75,29419.0,29534.0,29462.5,29467.75,29517.25,29492.5,2026-07-08 23:00:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:30:00-04:00,2026-07-08 23:45:00-04:00,2026-07-09 00:00:00-04:00,2026-07-09 00:00:00-04:00,33934
