family,id,timeframe,event,ts_et,deactivation_reason
FVG,FVG2-000023,1,FORMED,2026-07-12 22:08:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000023,1,FIRST_TOUCH,2026-07-12 22:09:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000023,1,MIDPOINT,2026-07-12 22:09:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000023,1,FULL_FILL,2026-07-12 22:09:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000024,1,FORMED,2026-07-12 22:20:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000024,1,FIRST_TOUCH,2026-07-12 22:32:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000024,1,MIDPOINT,2026-07-12 22:32:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000024,1,FULL_FILL,2026-07-12 22:37:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000025,1,FORMED,2026-07-12 22:21:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000025,1,FIRST_TOUCH,2026-07-12 22:23:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000025,1,MIDPOINT,2026-07-12 22:31:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000025,1,FULL_FILL,2026-07-12 22:31:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000025,1,INVERSION,2026-07-12 22:31:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000026,1,FORMED,2026-07-12 22:31:00-04:00,EXPIRED_UNTOUCHED_8H
FVG,FVG2-000026,1,EXPIRY,2026-07-13 06:31:00-04:00,EXPIRED_UNTOUCHED_8H
FVG,FVG2-000027,1,FORMED,2026-07-12 22:47:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000027,1,FIRST_TOUCH,2026-07-12 22:48:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000027,1,MIDPOINT,2026-07-12 22:48:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000027,1,FULL_FILL,2026-07-12 22:48:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000028,1,FORMED,2026-07-12 22:50:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000028,1,FIRST_TOUCH,2026-07-12 22:51:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000028,1,MIDPOINT,2026-07-12 22:51:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000028,1,FULL_FILL,2026-07-12 22:51:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000028,1,INVERSION,2026-07-12 22:51:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000029,1,FORMED,2026-07-12 22:58:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000029,1,FIRST_TOUCH,2026-07-13 04:25:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000029,1,MIDPOINT,2026-07-13 04:25:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000029,1,FULL_FILL,2026-07-13 04:26:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000030,1,FORMED,2026-07-12 23:00:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000030,1,FIRST_TOUCH,2026-07-12 23:41:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000030,1,MIDPOINT,2026-07-12 23:41:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000030,1,FULL_FILL,2026-07-12 23:41:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000031,1,FORMED,2026-07-12 23:25:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000031,1,FIRST_TOUCH,2026-07-12 23:31:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000031,1,MIDPOINT,2026-07-12 23:31:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000031,1,FULL_FILL,2026-07-12 23:31:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000032,1,FORMED,2026-07-12 23:26:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000032,1,FIRST_TOUCH,2026-07-12 23:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000032,1,MIDPOINT,2026-07-12 23:30:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000032,1,FULL_FILL,2026-07-12 23:31:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000033,1,FORMED,2026-07-12 23:31:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000033,1,FIRST_TOUCH,2026-07-12 23:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000033,1,MIDPOINT,2026-07-12 23:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000033,1,FULL_FILL,2026-07-12 23:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000033,1,INVERSION,2026-07-12 23:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000034,1,FORMED,2026-07-12 23:44:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000034,1,FIRST_TOUCH,2026-07-12 23:45:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000034,1,MIDPOINT,2026-07-12 23:47:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000034,1,FULL_FILL,2026-07-12 23:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000034,1,INVERSION,2026-07-12 23:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000035,1,FORMED,2026-07-12 23:52:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000035,1,FIRST_TOUCH,2026-07-12 23:53:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000035,1,MIDPOINT,2026-07-12 23:55:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000035,1,FULL_FILL,2026-07-13 04:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000035,1,INVERSION,2026-07-13 04:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000036,1,FORMED,2026-07-13 00:01:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000036,1,FIRST_TOUCH,2026-07-13 00:19:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000036,1,MIDPOINT,2026-07-13 01:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000036,1,FULL_FILL,2026-07-13 01:10:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000037,1,FORMED,2026-07-13 00:27:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000037,1,FIRST_TOUCH,2026-07-13 00:28:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000037,1,MIDPOINT,2026-07-13 00:28:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000037,1,FULL_FILL,2026-07-13 00:28:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000037,1,INVERSION,2026-07-13 00:28:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000038,1,FORMED,2026-07-13 00:35:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000038,1,FIRST_TOUCH,2026-07-13 01:02:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000038,1,MIDPOINT,2026-07-13 01:05:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000038,1,FULL_FILL,2026-07-13 01:05:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000039,1,FORMED,2026-07-13 00:36:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000039,1,FIRST_TOUCH,2026-07-13 00:37:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000039,1,MIDPOINT,2026-07-13 00:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000039,1,FULL_FILL,2026-07-13 00:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000039,1,INVERSION,2026-07-13 00:38:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000040,1,FORMED,2026-07-13 00:41:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000040,1,FIRST_TOUCH,2026-07-13 00:59:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000040,1,MIDPOINT,2026-07-13 00:59:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000040,1,FULL_FILL,2026-07-13 00:59:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000041,1,FORMED,2026-07-13 01:08:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000041,1,FIRST_TOUCH,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000041,1,MIDPOINT,2026-07-13 01:17:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000041,1,FULL_FILL,2026-07-13 01:19:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000041,1,INVERSION,2026-07-13 01:19:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000042,1,FORMED,2026-07-13 01:09:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000042,1,FIRST_TOUCH,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000042,1,MIDPOINT,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000042,1,FULL_FILL,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000042,1,INVERSION,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000043,1,FORMED,2026-07-13 01:10:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000043,1,FIRST_TOUCH,2026-07-13 01:15:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000043,1,MIDPOINT,2026-07-13 01:15:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000043,1,FULL_FILL,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000043,1,INVERSION,2026-07-13 01:16:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000044,1,FORMED,2026-07-13 01:11:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000044,1,FIRST_TOUCH,2026-07-13 01:12:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000044,1,MIDPOINT,2026-07-13 01:14:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000044,1,FULL_FILL,2026-07-13 01:15:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000044,1,INVERSION,2026-07-13 01:15:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000045,1,FORMED,2026-07-13 01:21:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000045,1,FIRST_TOUCH,2026-07-13 01:35:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000045,1,MIDPOINT,2026-07-13 01:36:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000045,1,FULL_FILL,2026-07-13 01:38:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000046,1,FORMED,2026-07-13 01:23:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000046,1,FIRST_TOUCH,2026-07-13 01:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000046,1,MIDPOINT,2026-07-13 01:35:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000046,1,FULL_FILL,2026-07-13 01:35:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000046,1,INVERSION,2026-07-13 01:35:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000047,1,FORMED,2026-07-13 01:24:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000047,1,FIRST_TOUCH,2026-07-13 01:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000047,1,MIDPOINT,2026-07-13 01:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000047,1,FULL_FILL,2026-07-13 01:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000047,1,INVERSION,2026-07-13 01:34:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000048,1,FORMED,2026-07-13 01:34:00-04:00,EXPIRED_ACTIVE_8H
FVG,FVG2-000048,1,FIRST_TOUCH,2026-07-13 02:12:00-04:00,EXPIRED_ACTIVE_8H
FVG,FVG2-000048,1,EXPIRY,2026-07-13 09:34:00-04:00,EXPIRED_ACTIVE_8H
FVG,FVG2-000049,1,FORMED,2026-07-13 01:35:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000049,1,FIRST_TOUCH,2026-07-13 01:48:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000049,1,MIDPOINT,2026-07-13 02:11:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000049,1,FULL_FILL,2026-07-13 02:12:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000049,1,INVERSION,2026-07-13 02:12:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000050,1,FORMED,2026-07-13 01:36:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000050,1,FIRST_TOUCH,2026-07-13 01:45:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000050,1,MIDPOINT,2026-07-13 01:45:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000050,1,FULL_FILL,2026-07-13 01:47:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000051,1,FORMED,2026-07-13 01:48:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000051,1,FIRST_TOUCH,2026-07-13 01:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000051,1,MIDPOINT,2026-07-13 01:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000051,1,FULL_FILL,2026-07-13 01:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000051,1,INVERSION,2026-07-13 01:49:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000052,1,FORMED,2026-07-13 02:01:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000052,1,FIRST_TOUCH,2026-07-13 02:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000052,1,MIDPOINT,2026-07-13 02:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000052,1,FULL_FILL,2026-07-13 02:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000052,1,INVERSION,2026-07-13 02:03:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000053,1,FORMED,2026-07-13 02:10:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000053,1,FIRST_TOUCH,2026-07-13 02:24:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000053,1,MIDPOINT,2026-07-13 02:24:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000053,1,FULL_FILL,2026-07-13 02:25:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000053,1,INVERSION,2026-07-13 02:25:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000054,1,FORMED,2026-07-13 02:11:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000054,1,FIRST_TOUCH,2026-07-13 02:20:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000054,1,MIDPOINT,2026-07-13 02:20:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000054,1,FULL_FILL,2026-07-13 02:20:00-04:00,DEACTIVATED_OVERSHOOT_LIMIT
FVG,FVG2-000055,1,FORMED,2026-07-13 02:12:00-04:00,DEACTIVATED_CLOSE_THROUGH
FVG,FVG2-000055,1,FIRST_TOUCH,2026-07-13 02:15:00-04:00,DEACTIVATED_CLOSE_THROUGH
